DEBUG [08/19/2024 11:28:56 AM] /usr/local/bin/chakra_converter --input_type PyTorch --input_filename pytorch_et_1_plus.json --output_filename final.1.et
INFO [08/19/2024 11:28:56 AM] Loading PyTorch execution traces from file.
INFO [08/19/2024 11:28:56 AM] Extracting and processing node data from execution trace.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 139 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 140 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 141 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 142 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 143 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 144 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 145 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 146 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 147 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 148 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 149 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 150 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 151 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 152 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 153 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 154 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 155 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 156 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 157 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 158 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 159 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 160 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 161 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 162 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 163 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 164 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 165 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 166 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 167 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 168 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 169 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 170 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 171 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 172 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 173 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 174 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 175 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 176 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 177 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 178 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 179 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 180 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 181 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 182 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 183 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 184 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 185 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 186 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 187 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 188 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 189 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 190 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 191 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 192 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 193 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 194 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 195 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 196 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 197 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 198 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 199 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 200 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 201 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 202 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 203 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 204 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 205 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 206 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 207 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 208 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 209 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 210 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 211 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 212 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 213 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 214 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 215 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 216 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 217 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 218 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 219 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 220 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 221 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 222 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 223 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 224 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 225 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 226 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 227 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 228 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 229 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 230 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 231 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 232 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 233 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 234 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 235 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 236 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 237 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 238 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 239 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 240 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 241 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 242 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 243 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 244 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 245 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 246 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 247 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 248 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 249 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 250 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 251 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 252 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 253 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 254 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 255 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 256 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 257 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 258 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 259 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 260 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 261 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 262 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 263 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 264 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 265 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 266 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 267 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 268 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 269 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 270 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 271 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 272 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 273 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 274 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 275 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 276 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 277 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 278 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 279 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 280 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 281 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 282 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 283 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 284 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 285 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 286 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 287 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 288 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 289 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 290 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 291 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 292 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 293 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 294 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 295 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 296 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 297 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 298 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 299 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 300 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 301 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 302 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 303 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 304 to Chakra node.
DEBUG [08/19/2024 11:28:56 AM] Converting PyTorch node ID 305 to Chakra node.
